vnr,frequency,sum
4118,517,0.49693265327098
424846,515,0.498035399215444
143610,515,0.498035399215444
418079,511,0.498582489679154
11098,510,0.499128509515734
44339,509,0.499673458725182
416636,508,0.500761215889819
140749,508,0.500761215889819
95885,507,0.501304023845007
388355,505,0.501844690545934
29843,501,0.502381074738338
493775,500,0.503451701868886
522771,500,0.503451701868886
